id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经度,纬度
17192,上林苑 1室2厅 328万,上林苑 , 1室2厅 , 75.93 ,10,12, 26天以前发布,328.0,43198,大兴,116.443144,39.788087
17193,首邑溪谷小两居，业主自住，看房方便。,首邑溪谷 , 2室1厅 , 38.85 ,91,17, 22天以前发布,280.0,72073,大兴,116.31681,39.768231
17194,翡翠城五期 南北通透 平层三居 电梯三层 采光充足,翡翠城五期 , 3室2厅 , 121.53 ,10,1, 28天以前发布,835.0,68708,大兴,116.325206,39.767638
17195,宏盛家园 2室1厅 375万,宏盛家园 , 2室1厅 , 81.08 ,8,1, 2天以前发布,375.0,46251,大兴,116.340189,39.800962
17196,泰中花园 2室1厅 290万,泰中花园 , 2室1厅 , 85.81 ,7,2, 1天以前发布,290.0,33796,大兴,116.353561,39.768357
17197,首邑溪谷 2室1厅 359万,首邑溪谷 , 2室1厅 , 46 ,9,3, 2天以前发布,359.0,78044,大兴,116.31681,39.768231
17198,鸿坤理想城礼域府 2室1厅 630万,鸿坤理想城礼域府 , 2室1厅 , 91.33 ,5,1, 2天以前发布,630.0,68981,大兴,116.348786,39.799417
17199,鸿坤理想城大满贯 1室0厅 320万,鸿坤理想城大满贯 , 1室0厅 , 67.93 ,4,0, 3天以前发布,320.0,47108,大兴,116.350111,39.797633
17200,新安里 4室2厅 460万,新安里 , 4室2厅 , 192.6 ,12,1, 26天以前发布,460.0,23884,大兴,116.36203,39.745873
17201,鸿坤理想城大满贯 2室1厅 300万,鸿坤理想城大满贯 , 2室1厅 , 68.02 ,21,30, 1个月以前发布,300.0,44105,大兴,116.350111,39.797633
17202,珺悦国际 1室1厅 215万,珺悦国际 , 1室1厅 , 65.39 ,44,33, 31天以前发布,215.0,32880,大兴,116.319905,39.692186
17203,清逸园 1室1厅 250万,清逸园 , 1室1厅 , 50.77 ,31,22, 1个月以前发布,250.0,49242,大兴,116.45457,39.809878
17204,成和园 南北两居室 采光充足 户型方正,成和园 , 2室1厅 , 70.11 ,40,16, 22天以前发布,303.0,43218,大兴,116.442282,39.822793
17205,枣园小区 2室2厅 440万,枣园小区 , 2室2厅 , 101.92 ,12,0, 1个月以前发布,440.0,43172,大兴,116.334045,39.757413
17206,丽园A区    复式结构  送 90平米露台,丽园A区 , 4室3厅 , 229.61 ,39,24, 8个月以前发布,1000.0,43553,大兴,116.326541,39.760596
17207,商品房 瑞海家园五区 南北通透 两居室 五层,瑞海家园五区 , 2室2厅 , 93.99 ,21,0, 2个月以前发布,450.0,47878,大兴,116.343657,39.788825
17208,瑞海家园五区 2室1厅 408万,瑞海家园五区 , 2室1厅 , 92.51 ,28,0, 1个月以前发布,408.0,44104,大兴,116.343657,39.788825
17209,新里.西斯莱公馆 2室2厅 760万,新里.西斯莱公馆 , 2室2厅 , 115.32 ,16,1, 20天以前发布,760.0,65904,大兴,116.344335,39.770444
17210,清澄名苑南区 3室2厅 760万,清澄名苑南区 , 3室2厅 , 132 ,17,0, 1个月以前发布,760.0,57576,大兴,116.333603,39.743229
17211,兴涛社区 3室2厅 610万,兴涛社区 , 3室2厅 , 114.01 ,18,3, 28天以前发布,610.0,53505,大兴,116.331827,39.770944
17212,南北通透复式   四个卧室朝南   没有功能键都有窗户,兴政东里 , 4室2厅 , 109.59 ,59,25, 4个月以前发布,400.0,36500,大兴,116.350565,39.733387
17213,清澄名苑北区 2室2厅 450万,清澄名苑北区 , 2室2厅 , 127 ,19,0, 31天以前发布,450.0,35434,大兴,116.333603,39.743229
17214,兴海园小区       顶层大复式   阳光五居室！,兴海园 , 5室2厅 , 153.2 ,16,1, 29天以前发布,520.0,33943,大兴,116.457814,39.770511
17215,位于小区中间纯正的位置、南北通透、前后带院,翡翠城一期 , 独栋别墅 , 5室3厅 ,9,5, 1个月以前发布,2600.0,73240,大兴,116.331299,39.781289
17216,海子角南里 房子满五年，三层，东南向,海子角南里 , 2室1厅 , 76.71 ,8,0, 1个月以前发布,300.0,39109,大兴,116.352966,39.722566
17217,芳源里 5室3厅 930万,芳源里 , 5室3厅 , 211.57 ,13,3, 29天以前发布,930.0,43958,大兴,116.423905,39.791207
17218,郁花园二里 动静分离大两居 采光好 可改三居,郁花园二里 , 2室2厅 , 114.57 ,14,8, 29天以前发布,535.0,46697,大兴,116.339906,39.781801
17219,满五年 南北朝向 四居室 中间楼层 采光充足 ,滨河东里 , 4室1厅 , 85.23 ,78,21, 3个月以前发布,310.0,36373,大兴,116.348744,39.758568
17220,黄村 丽园C区 带电梯 朝南 满五年 中高楼层 北京小学,丽园C区 , 2室2厅 , 102.4 ,19,26, 3个月以前发布,480.0,46875,大兴,116.326757,39.75326
17221,兴都苑 1室1厅 275万,兴都苑 , 1室1厅 , 55.8 ,177,34, 3个月以前发布,275.0,49284,大兴,116.344664,39.802705
17222,福星花园 2室1厅 490万,福星花园 , 2室1厅 , 113.61 ,21,52, 1个月以前发布,490.0,43131,大兴,116.357702,39.797657
17223,中建国际港 2室1厅 509万,中建国际港 , 2室1厅 , 89.13 ,35,30, 3个月以前发布,509.0,57108,大兴,116.338397,39.760335
17224,南北通透.大两居.楼龄新.业主诚心出售,富强西里 , 2室1厅 , 73.24 ,79,27, 2个月以前发布,295.0,40279,大兴,116.341294,39.744861
17225,枣园小区三居室 满五年 免增值税 近地铁,枣园小区 , 3室1厅 , 134.29 ,49,58, 3个月以前发布,580.0,43191,大兴,116.334045,39.757413
17226,滨河西里北区明厅三居室 二层 新改造社区,滨河西里北区 , 2室2厅 , 81.3 ,40,31, 1个月以前发布,345.0,42436,大兴,116.345374,39.759469
17227,顺驰领海 南北通透H户型大两居 主卧客厅朝南 ,顺驰领海 , 2室2厅 , 105.72 ,104,54, 4个月以前发布,520.0,49187,大兴,116.325341,39.781506
17228,别墅区月桂庄园 1-2复式  南北通透精装  带南花园 ,月桂庄园 , 叠拼别墅 , 3室2厅 ,13,29, 2个月以前发布,980.0,56413,大兴,116.342803,39.792081
17229,亦庄北岸 2室1厅 450万,亦庄北岸 , 2室1厅 , 86.62 ,67,14, 3个月以前发布,450.0,51952,大兴,116.470465,39.803697
17230,华昱家园 满五年三居 一层带院 带地下室 诚售,华昱家园 , 3室2厅 , 139.88 ,34,33, 2个月以前发布,700.0,50043,大兴,116.335189,39.733904
17231,紫郡府 南北通透 精装三居 一层带地下，低密宜居社区,紫郡府 , 3室2厅 , 179.07 ,60,73, 1个月以前发布,760.0,42442,大兴,116.464695,39.810327
17232,富力盛悦居 3室2厅 760万,富力盛悦居 , 3室2厅 , 98.44 ,6,0, 2天以前发布,760.0,77205,大兴,116.460185,39.811029
17233,一层 精装修 南北通透 格局设计合理,车站中里 , 2室1厅 , 71.74 ,71,14, 1个月以前发布,290.0,40424,大兴,116.341599,39.726005
17234,枣园北里 南北通透二居室 满二年,枣园北里 , 2室1厅 , 79.58 ,47,43, 3个月以前发布,320.0,40212,大兴,116.329607,39.758883
17235,富力丹麦小镇 4室2厅 560万,富力丹麦小镇 , 4室2厅 , 183.38 ,69,56, 2个月以前发布,560.0,30538,大兴,116.317097,39.632299
17236,枣园小区 南北通透精装两居室  满两年 诚心出售,枣园小区 , 2室1厅 , 69.28 ,102,41, 3个月以前发布,302.0,43592,大兴,116.334045,39.757413
17237,星瑞家园 2室1厅 320万,星瑞家园 , 2室1厅 , 75.88 ,55,75, 4个月以前发布,320.0,42172,大兴,116.331839,39.737251
17238,宣颐红楼，南向带梯一居，中间楼层，采光充足,宣颐家园 , 1室1厅 , 76 ,50,66, 2个月以前发布,400.0,52632,大兴,116.458721,39.817347
17239,满五年 南北通透 三居室  业主诚心出售 随时签约,九龙山庄二区 , 3室2厅 , 137.11 ,51,11, 2个月以前发布,460.0,33550,大兴,116.351264,39.808698
17240,百年央企传世之创华润公元九里全名品奢装私密领地,华润公元九里 , 5室2厅 , 349 ,35,6, 3个月以前发布,2750.0,78797,大兴,116.325987,39.770904
17241,宏福园精装两居 业主换房诚售 中间楼层无遮挡 南北向,宏福园 , 2室1厅 , 81 ,33,20, 1个月以前发布,380.0,46914,大兴,116.347785,39.802901
17242,车站北里 经典三居 满两年原值高 拎包入住,车站北里 , 3室2厅 , 112.56 ,10,3, 25天以前发布,485.0,43089,大兴,116.342093,39.731799
17243,精装洋房，南北通透，房本满2年，原值高税费少,金色漫香林五期 , 2室1厅 , 90.87 ,23,1, 24天以前发布,500.0,55024,大兴,116.533188,39.830749
17244,金色漫香林  南北通透  两居室  户型方正,金色漫香林五期 , 2室1厅 , 90.87 ,11,2, 22天以前发布,480.0,52823,大兴,116.533188,39.830749
17245,永华北里 2室1厅 275万,永华北里 , 2室1厅 , 65 ,277,5, 3个月以前发布,275.0,42308,大兴,116.330117,39.73655
17246,金色漫香林 平层四居带下跃 带花园 南北通透,金色漫香林二期 , 6室3厅 , 246.88 ,6,0, 22天以前发布,1250.0,50632,大兴,116.527286,39.829962
17247,正规两居 带阁楼 格局合理 客厅和主卧室朝南,德林园 , 2室1厅 , 106 ,8,1, 28天以前发布,540.0,50944,大兴,116.465305,39.818518
17248,长丰园一区 1室1厅 220万,长丰园一区 , 1室1厅 , 56.41 ,139,16, 1个月以前发布,220.0,39001,大兴,116.297141,39.789471
17249,清澄北区南北向两居室 带阁楼 花园洋房,清澄名苑北区 , 2室2厅 , 105.18 ,34,52, 3个月以前发布,500.0,47538,大兴,116.333603,39.743229
17250,科技园区  南北通透  低层复式 ,明春西园 , 4室2厅 , 175.6 ,143,21, 3个月以前发布,430.0,24488,大兴,116.305792,39.78929
17251,南四环外，佳和园新区三居室，低楼层，改善用房,佳和园新区 , 3室2厅 , 133.53 ,17,1, 1个月以前发布,580.0,43436,大兴,116.452782,39.812198
17252,鸿坤理想城大满贯 满两年 精美装修 诚心出售,鸿坤理想城大满贯 , 1室1厅 , 68 ,532,49, 10个月以前发布,290.0,42648,大兴,116.350111,39.797633
17253,科技园区  长丰园三区  南北通透大两居,长丰园三区 , 2室2厅 , 96.63 ,83,15, 1个月以前发布,325.0,33634,大兴,116.298459,39.785761
17254,灵秀山庄南北3居室复式.带15平米露台,灵秀山庄 , 3室2厅 , 143 ,18,1, 1个月以前发布,610.0,42658,大兴,116.466526,39.806206
17255,金地仰山 4室1厅 830万,金地仰山 , 4室1厅 , 135.84 ,2,15, 1个月以前发布,830.0,61102,大兴,116.318055,39.770087
17256,清逸园 2室1厅 380万,清逸园 , 2室1厅 , 88.34 ,4,0, 2天以前发布,380.0,43016,大兴,116.45457,39.809878
17257,观音寺南里 3室1厅 420万,观音寺南里 , 3室1厅 , 135.3 ,14,20, 2个月以前发布,420.0,31043,大兴,116.355945,39.728279
17258,瑞海家园五区 3居室  515万,瑞海家园五区 , 3室1厅 , 109 ,17,15, 3个月以前发布,515.0,47248,大兴,116.343657,39.788825
17259,双卧朝南，低楼层，满五年，枣园地铁站口,枣园小区 , 2室1厅 , 70.87 ,54,21, 1个月以前发布,320.0,45154,大兴,116.334045,39.757413
17260,兴政东里，楼层适中  正规两居室,兴政东里 , 2室1厅 , 63.04 ,108,33, 8个月以前发布,278.0,44099,大兴,116.350565,39.733387
17261,兴都苑西区满五业主家庭就这一套房子， 6层复式,兴都苑 , 4室2厅 , 99.75 ,33,8, 5个月以前发布,510.0,51128,大兴,116.344664,39.802705
17262,丽园A区 满五年 顶层复式 电梯房 有四个露台,丽园A区 , 6室3厅 , 235.96 ,31,7, 2个月以前发布,1000.0,42381,大兴,116.326541,39.760596
17263,棉花城 4室2厅 1714万,棉花城 , 联排别墅 , 4室2厅 ,20,6, 3个月以前发布,1714.0,54996,大兴,116.286262,39.805489
17264,清澄名苑北区 满五年 复式大四居 ,清澄名苑北区 , 4室3厅 , 235.13 ,10,10, 4个月以前发布,1100.0,46783,大兴,116.333603,39.743229
17265,红木林 3室2厅 720万,红木林 , 3室2厅 , 104.47 ,21,7, 21天以前发布,720.0,68920,大兴,116.332577,39.760321
17266,首邑溪谷 2室1厅 360万,首邑溪谷 , 2室1厅 , 46 ,15,7, 30天以前发布,360.0,78261,大兴,116.31681,39.768231
17267,滨河西里 3室1厅 398万,滨河西里 , 3室1厅 , 111.6 ,97,33, 5个月以前发布,398.0,35664,大兴,116.346109,39.756539
17268,中间楼层 南北向 客厅朝南带阳台,清逸西园 , 2室1厅 , 64.28 ,24,15, 19天以前发布,305.0,47449,大兴,116.448937,39.80951
17269,保利茉莉公馆 2室1厅 515万,保利茉莉公馆 , 2室1厅 , 84.59 ,9,2, 5天以前发布,515.0,60882,大兴,116.335491,39.780886
17270,灵秀山庄 2室1厅 450万,灵秀山庄 , 2室1厅 , 84.76 ,12,1, 2天以前发布,450.0,53092,大兴,116.466526,39.806206
17271,美式亲水庭院建筑 双卧室客厅朝南 满五,美利新世界 , 3室2厅 , 129.91 ,18,2, 24天以前发布,600.0,46186,大兴,116.452235,39.820236
17272,瑞海家园五区 南北通透三居室 主卧室带有独立卫生间,瑞海家园五区 , 3室1厅 , 120.21 ,10,3, 22天以前发布,540.0,44922,大兴,116.343657,39.788825
17273,保利茉莉公馆 2室1厅 510万,保利茉莉公馆 , 2室1厅 , 84.91 ,36,6, 4天以前发布,510.0,60064,大兴,116.335491,39.780886
17274,芳源里 2室1厅 455万,芳源里 , 2室1厅 , 92.15 ,24,5, 15天以前发布,455.0,49377,大兴,116.423905,39.791207
17275,清乐园 南北通透3居室 双卧朝南,清乐园 , 3室2厅 , 134.49 ,16,9, 2个月以前发布,540.0,40152,大兴,116.440269,39.809427
17276,鸿坤理想城礼域府 东西两居 全明格局无遮挡 满两年,鸿坤理想城礼域府 , 2室1厅 , 91.95 ,27,31, 2个月以前发布,510.0,55465,大兴,116.348786,39.799417
17277,三合南里 2室1厅 350万,三合南里 , 2室1厅 , 75.24 ,8,26, 1个月以前发布,350.0,46518,大兴,116.332219,39.74026
17278,美利新世界 3室2厅 695万,美利新世界 , 3室2厅 , 130.32 ,68,33, 3个月以前发布,695.0,53331,大兴,116.452235,39.820236
17279,滨河西里北区 3室1厅 356万,滨河西里北区 , 3室1厅 , 89.71 ,37,21, 2个月以前发布,356.0,39684,大兴,116.345374,39.759469
17280,双河北里中间层3居室，东南户型，满五年,双河北里 , 3室1厅 , 109.74 ,46,23, 3个月以前发布,370.0,33717,大兴,116.354697,39.745721
17281,育龙家园 3室2厅 500万,育龙家园 , 3室2厅 , 117.07 ,44,45, 4个月以前发布,500.0,42710,大兴,116.455694,39.807011
17282,蚂蚁工房 精装修 两居室 诚心出售,蚂蚁工房 , 2室2厅 , 90.47 ,17,26, 1个月以前发布,390.0,43109,大兴,116.347204,39.741827
17283,首邑溪谷 南北向loft户型两居室 诚心出售,首邑溪谷 , 2室1厅 , 45.93 ,38,27, 1个月以前发布,360.0,78381,大兴,116.31681,39.768231
17284,旭辉紫郡 3室2厅 950万,旭辉紫郡 , 3室2厅 , 178.88 ,13,9, 21天以前发布,950.0,53109,大兴,116.319424,39.766366
17285,车站中里 2室1厅 310万,车站中里 , 2室1厅 , 71.74 ,10,10, 26天以前发布,310.0,43212,大兴,116.341599,39.726005
17286,鸿坤理想城礼域府南北通透两居室,鸿坤理想城礼域府 , 2室1厅 , 87.96 ,12,6, 21天以前发布,520.0,59118,大兴,116.348786,39.799417
17287,观音寺北里 2室1厅 280万,观音寺北里 , 2室1厅 , 69.11 ,12,10, 18天以前发布,280.0,40516,大兴,116.355768,39.737672
17288,兴海园 2室1厅 320万,兴海园 , 2室1厅 , 76.42 ,4,10, 21天以前发布,320.0,41874,大兴,116.457814,39.770511
17289,丽园A区 4室3厅 1200万,丽园A区 , 4室3厅 , 238.69 ,7,4, 2个月以前发布,1200.0,50275,大兴,116.326541,39.760596
17290,丽园A区 5室3厅 780万,丽园A区 , 5室3厅 , 204.55 ,91,6, 6个月以前发布,780.0,38133,大兴,116.326541,39.760596
17291,南北通透 一层复式 私家车库 有小院,巧克力城 , 3室2厅 , 256.34 ,23,4, 2个月以前发布,1200.0,46813,大兴,116.450891,39.822298
17292,育龙家园  2跃3的叠拼  一层带车库,育龙家园 , 5室2厅 , 213.72 ,20,2, 1个月以前发布,880.0,41176,大兴,116.455694,39.807011
17293,一层带小院 南北方正大三居  满五年 配套完善,兴华园 , 3室2厅 , 136.92 ,42,30, 2个月以前发布,560.0,40900,大兴,116.342551,39.751134
17294,业主诚心出售 随时可以看房子 满两年 随时可以签约,金地仰山 , 3室2厅 , 180.46 ,25,45, 1个月以前发布,1100.0,60956,大兴,116.318055,39.770087
17295,新里.西斯莱公馆 1室1厅 410万,新里.西斯莱公馆 , 1室1厅 , 69.36 ,21,3, 14天以前发布,410.0,59112,大兴,116.344335,39.770444
17296,临地铁 2003年社区 南北一居室可改两居,美然绿色家园 , 1室1厅 , 61.86 ,95,31, 2个月以前发布,310.0,50114,大兴,116.460643,39.806976
17297,南北通透一居室 客厅落地飘窗 采光好 视野佳,美然绿色家园 , 1室1厅 , 61.86 ,45,32, 2个月以前发布,310.0,50114,大兴,116.460643,39.806976
17298,南北通透大两居 视野开阔 南北通透,宣颐家园 , 2室2厅 , 119.18 ,77,27, 3个月以前发布,530.0,44471,大兴,116.458721,39.817347
17299,芳源里  南北通透跃层四居 带有露台,芳源里 , 4室3厅 , 210.42 ,10,0, 1个月以前发布,920.0,43723,大兴,116.423905,39.791207
17300,【滨河西里北区】3居室  南北通透 三卧朝南,滨河西里北区 , 3室2厅 , 97 ,55,25, 3个月以前发布,389.0,40104,大兴,116.345374,39.759469
17301,金漫五期 精装两居  南北通透 业主诚意出售,金色漫香林五期 , 2室1厅 , 90.74 ,152,63, 5个月以前发布,470.0,51797,大兴,116.533188,39.830749
17302,金色漫香林2居带阁楼上下2层，精装修，诚意出售！,金色漫香林二期 , 3室2厅 , 89.87 ,45,13, 2个月以前发布,648.0,72105,大兴,116.527286,39.829962
17303,亲亲我家 3室1厅 720万,亲亲我家 , 联排别墅 , 3室1厅 ,60,60, 2个月以前发布,720.0,45570,大兴,116.470223,39.806059
17304,带电梯纯南向舒适一居室，采光好视野好,宣颐家园 , 1室1厅 , 63.08 ,119,61, 3个月以前发布,348.0,55169,大兴,116.458721,39.817347
17305,龙熙顺景大独栋 四周千余平大花园赠送500多万红木家具,龙熙顺景 , 独栋别墅 , 6室3厅 ,21,0, 8个月以前发布,2980.0,47995,大兴,116.319699,39.62703
17306,电梯复式 赠送50㎡露台 满五年,骏城 , 5室3厅 , 209.34 ,32,5, 4个月以前发布,930.0,44426,大兴,116.323868,39.763814
17307,低楼层花园洋房 顶层送阁楼 精装房 业主诚售,清澄名苑南区 , 3室2厅 , 132.94 ,13,1, 3个月以前发布,730.0,54912,大兴,116.333603,39.743229
17308,4层2居 南北通透 看房提前联系,清逸西园 , 2室1厅 , 78.24 ,74,35, 4个月以前发布,329.0,42051,大兴,116.448937,39.80951
17309,原生墅 5室2厅 1100万,原生墅 , 5室2厅 , 202.99 ,17,6, 31天以前发布,1100.0,54190,大兴,116.333726,39.763334
17310,房子精装修，拎包即住，产权清晰，家具家电全送。,波普公社 , 1室1厅 , 66.36 ,64,17, 2个月以前发布,210.0,31646,大兴,116.32963657379,39.74821285179
17311,马赛公馆 2室1厅 420万,马赛公馆 , 2室1厅 , 84.42 ,3,1, 2天以前发布,420.0,49752,大兴,116.321661,39.751033
17312,车站中里 2室1厅 310万,车站中里 , 2室1厅 , 71.72 ,4,0, 2天以前发布,310.0,43224,大兴,116.341599,39.726005
17313,原生墅 3室1厅 850万,原生墅 , 3室1厅 , 141.98 ,9,0, 15天以前发布,850.0,59868,大兴,116.333726,39.763334
17314,龙湖时代天街 3室2厅 658万,龙湖时代天街 , 3室2厅 , 136.29 ,24,20, 1个月以前发布,658.0,48280,大兴,116.330357,39.692063
17315,滨河西里北区 南北通透 大三居 楼层好 满五年个税1% ,滨河西里北区 , 3室1厅 , 94.05 ,18,10, 1个月以前发布,408.0,43382,大兴,116.345374,39.759469
17316,首邑溪谷 两居 在卖 南北朝向,首邑溪谷 , 2室1厅 , 47 ,44,9, 2个月以前发布,370.0,78724,大兴,116.31681,39.768231
17317,红木林3居2013年房，另外赠送30平,红木林 , 3室2厅 , 101.45 ,44,7, 1个月以前发布,700.0,69000,大兴,116.332577,39.760321
17318,旭辉御府 欧式装修 四居室 大平层 业主诚意出售,旭辉御府 , 4室2厅 , 238.47 ,42,8, 4个月以前发布,1290.0,54095,大兴,116.322438,39.772877
17319,兴城丽源两居室，南北朝向340万。,兴城丽源 , 2室2厅 , 84.98 ,33,9, 1个月以前发布,340.0,40010,大兴,116.322794,39.75732
17320,房子满两年，东南朝向，视野开阔，采光充足，二层挑高,首邑溪谷 , 3室1厅 , 65.79 ,14,9, 2个月以前发布,450.0,68400,大兴,116.31681,39.768231
17321,清和园 东西通透两居室 低楼层 业主诚心出售,清和园 , 2室1厅 , 71.57 ,31,18, 1个月以前发布,305.0,42616,大兴,116.439254,39.811499
17322,枣园小区 3室2厅 500万,枣园小区 , 3室2厅 , 128.37 ,20,10, 3个月以前发布,500.0,38950,大兴,116.334045,39.757413
17323,瑞海家园三区 商品房 三居室 南北通透,瑞海家园三区 , 3室2厅 , 125.12 ,26,9, 1个月以前发布,500.0,39962,大兴,116.338519,39.789061
17324,风景翠园 南北通透 点式公寓 不邻街 看房方便,翡翠城一期 , 3室2厅 , 186.68 ,15,11, 2个月以前发布,880.0,47140,大兴,116.331299,39.781289
17325,双河南里 3室1厅 400万,双河南里 , 3室1厅 , 98.7 ,7,1, 29天以前发布,400.0,40527,大兴,116.354542,39.738296
17326,简单装修四居室 距离地铁约200米 满五年,枣园小区 , 4室2厅 , 129.34 ,13,0, 2个月以前发布,546.0,42215,大兴,116.334045,39.757413
17327,龙熙顺景 4室2厅 650万,龙熙顺景 , 4室2厅 , 214.57 ,10,0, 1个月以前发布,650.0,30294,大兴,116.319699,39.62703
17328,红木林 4室2厅 800万,红木林 , 4室2厅 , 109 ,12,1, 29天以前发布,800.0,73395,大兴,116.332577,39.760321
17329,宏盛家园 两居室 南北双通透 满五年 ,宏盛家园 , 2室2厅 , 101 ,30,15, 2个月以前发布,450.0,44555,大兴,116.340189,39.800962
17330,鹿海园三里 2室2厅 390万,鹿海园三里 , 2室2厅 , 90.32 ,8,3, 23天以前发布,390.0,43180,大兴,116.506305,39.765674
17331,康盛园 一层带小院 南北向三居室,康盛园 , 3室1厅 , 99.25 ,17,15, 1个月以前发布,500.0,50378,大兴,116.320594,39.769022
17332,翡翠城五期 3室2厅 950万,翡翠城五期 , 3室2厅 , 115.46 ,12,0, 2个月以前发布,950.0,82280,大兴,116.325206,39.767638
17333,鸿坤理想城派郡20号院 2室1厅 500万,鸿坤理想城派郡20号院 , 2室1厅 , 87 ,8,1, 30天以前发布,500.0,57472,大兴,116.351901,39.800696
17334,清逸园 3室1厅 370万,清逸园 , 3室1厅 , 82.52 ,29,2, 19天以前发布,370.0,44838,大兴,116.45457,39.809878
17335,马赛公馆经典小三居 南北双通透 精装修,马赛公馆 , 3室1厅 , 98.47 ,25,5, 23天以前发布,550.0,55855,大兴,116.321661,39.751033
17336,首邑溪谷 3室2厅 520万,首邑溪谷 , 3室2厅 , 63.31 ,10,1, 20天以前发布,520.0,82136,大兴,116.31681,39.768231
17337,带电梯 南北双通透 交通便利 采光好,先锋公寓 , 3室2厅 , 167.35 ,14,2, 2个月以前发布,530.0,31671,大兴,116.35258,39.745228
17338,建兴家园 顶层复式三居 满五年 赠送40平露台,建兴家园 , 3室2厅 , 173.85 ,13,3, 2个月以前发布,660.0,37964,大兴,116.342477,39.730199
17339,兴政西里复式 满五年 临地铁 业主诚售 有露台,兴政西里 , 3室1厅 , 84.26 ,67,17, 4个月以前发布,360.0,42725,大兴,116.341153,39.734779
17340,幻星家园 3室2厅 685万,幻星家园 , 3室2厅 , 128.42 ,42,14, 4个月以前发布,685.0,53341,大兴,116.463257,39.816966
17341,福苑小区 低楼层 精装修 一居改两居,福苑小区 , 1室1厅 , 62.09 ,56,5, 23天以前发布,260.0,41875,大兴,116.361705,39.761336
17342,亦庄北岸 2室1厅 335万,亦庄北岸 , 2室1厅 , 63 ,30,1, 20天以前发布,335.0,53175,大兴,116.470465,39.803697
17343,九龙家园北区 3室2厅 650万,九龙家园北区 , 3室2厅 , 127.08 ,9,3, 28天以前发布,650.0,51149,大兴,116.351219,39.804752
17344,保利茉莉公馆 2室2厅 565万,保利茉莉公馆 , 2室2厅 , 88.83 ,7,5, 28天以前发布,565.0,63605,大兴,116.335491,39.780886
17345,保利茉莉公馆 2室2厅 565万,保利茉莉公馆 , 2室2厅 , 88.83 ,7,5, 28天以前发布,565.0,63605,大兴,116.335491,39.780886
17346,宣颐家园 3室2厅 745万,宣颐家园 , 3室2厅 , 134.6 ,16,1, 26天以前发布,745.0,55350,大兴,116.458721,39.817347
17347,鸿坤理想城礼域府 3室2厅 850万,鸿坤理想城礼域府 , 3室2厅 , 139.68 ,15,2, 26天以前发布,850.0,60854,大兴,116.348786,39.799417
17348,亦庄北岸南北通透三居室，业主自住保持好,亦庄北岸 , 3室2厅 , 99.42 ,15,5, 19天以前发布,530.0,53310,大兴,116.470465,39.803697
17349,正南正北通透 满两年 次顶层采光好 40万装修,首邑溪谷 , 3室1厅 , 65.76 ,16,5, 24天以前发布,505.0,76795,大兴,116.31681,39.768231
17350,金华园 4室2厅 800万,金华园 , 叠拼别墅 , 4室2厅 ,23,9, 3个月以前发布,800.0,37736,大兴,116.391186,39.773613
17351, 锦华园 南北通透俩居  精装一层带小院  交通便利,锦华园 , 2室2厅 , 88.06 ,16,9, 31天以前发布,430.0,48831,大兴,116.333593,39.722128
17352,亦庄北岸，一居改2居，满2年，地铁房,亦庄北岸 , 2室1厅 , 63.32 ,198,79, 5个月以前发布,295.0,46589,大兴,116.470465,39.803697
17353,上林苑 1室1厅 310万,上林苑 , 1室1厅 , 72.2 ,20,15, 1个月以前发布,310.0,42937,大兴,116.443144,39.788087
17354,顺驰领海 满五年南北四居 观湖房 一梯一户,顺驰领海 , 4室2厅 , 223.54 ,25,21, 1个月以前发布,960.0,42946,大兴,116.325341,39.781506
17355,南北通透一居室 中间楼层好 采光充裕 上学方便,三合北巷 , 1室1厅 , 58.6 ,44,19, 1个月以前发布,270.0,46076,大兴,116.327248,39.741504
17356,南北通透3+4复式业主自住业主诚心出售 ,月桂庄园 , 3室2厅 , 175.11 ,30,12, 4个月以前发布,720.0,41118,大兴,116.342803,39.792081
17357,兴城丽源 南北朝向两居室 房本满二年,兴城丽源 , 2室2厅 , 84.22 ,87,26, 4个月以前发布,340.0,40371,大兴,116.322794,39.75732
17358,首邑溪谷 满两年 原值240万 看房随时,首邑溪谷 , 4室2厅 , 123 ,32,3, 1个月以前发布,660.0,53659,大兴,116.31681,39.768231
17359,美然绿色家园 6室3厅 900万,美然绿色家园 , 6室3厅 , 240.07 ,18,4, 2个月以前发布,900.0,37490,大兴,116.460643,39.806976
17360,南北通透  三居室  采光好   视野开阔 ,双河北里 , 3室2厅 , 117.97 ,65,23, 2个月以前发布,360.0,30517,大兴,116.354697,39.745721
17361,理想城礼域府两居！南北通透！全明格局,鸿坤理想城礼域府 , 2室1厅 , 95.15 ,59,24, 1个月以前发布,560.0,58855,大兴,116.348786,39.799417
17362,大兴黄村彩虹新城三居室，此房南北通透满五年,彩虹新城 , 3室2厅 , 115.73 ,57,30, 4个月以前发布,600.0,51845,大兴,116.341759,39.755588
17363,枣园北里二居室南北通透装修好拎包入住,枣园北里 , 2室1厅 , 75.21 ,94,11, 4个月以前发布,295.0,39224,大兴,116.329607,39.758883
17364,芳源里三居！南北通透带电梯！市政水,芳源里 , 3室2厅 , 89 ,54,30, 1个月以前发布,465.0,52248,大兴,116.423905,39.791207
